id,name,brewery_type,street,city,state,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at
1188-brewing-co-john-day,1188 Brewing Co,brewpub,141 E Main St,John Day,Oregon,97845-1210,United States,"-118,9218754","44,4146563",5415751188,http://www.1188brewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
12-acres-brewing-company-killeshin,12 Acres Brewing Company,micro,Unnamed Street,Killeshin,,R93 X3X8,Ireland,"-6,979343891","52,84930763",3.53599E+11,https://12acresbrewing.ie/,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
12-gates-brewing-company-williamsville,12 Gates Brewing Company,brewpub,80 Earhart Dr Ste 20,Williamsville,New York,14221-7804,United States,,,7169066600,http://www.12gatesbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
12-west-brewing-company-gilbert,12 West Brewing Company,micro,3000 E Ray Rd Bldg 6,Gilbert,Arizona,85296-7832,United States,,,6023395014,http://www.12westbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
12-west-brewing-company-production-facility-mesa,12 West Brewing Company - Production Facility,micro,,Mesa,Arizona,85207,United States,"-111,5860662","33,436188",,,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
122-west-brewing-co-bellingham,122 West Brewing Co,closed,2416 Meridian St,Bellingham,Washington,98225-2405,United States,"-122,485982","48,7621709",3603063285,https://www.122westbrew.com/,2020-10-11T00:00:00.000Z,2020-10-11T00:00:00.000Z
127-brewing-jackson,127 Brewing,micro,3090 Shirley Dr,Jackson,Michigan,49201-7010,United States,"-84,43116792","42,28667212",5172581346,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
12degree-brewing-louisville,12Degree Brewing,brewpub,820 Main St,Louisville,Colorado,80027-1865,United States,"-105,1319826","39,9782443",3035791004,http://www.12degree.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
12welve-eyes-brewing-saint-paul,12welve Eyes Brewing,micro,141 E 4th St Ste LL2,Saint Paul,Minnesota,55101-1639,United States,,,6514938106,http://www.12welveEyes.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
13-below-brewery-cincinnati,13 Below Brewery,micro,7391 Forbes Rd,Cincinnati,Ohio,45233-1013,United States,"-84,70634815","39,12639764",5139750613,http://www.13belowbrewery.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
13-stripes-brewery-taylors,13 Stripes Brewery,brewpub,"250 Mill St, Suite PW3101",Taylors,South Carolina,29687,United States,,,8643491430,http://www.13StripesBrewery.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
13-virtues-brewing-co-portland,13 Virtues Brewing Co,brewpub,6410 SE Milwaukie Ave,Portland,Oregon,97202-5518,United States,"-122,6487531","45,4762536",5032393831,http://www.13virtuesbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1323-r-d-raleigh,1323 R & D,micro,1323 Capital Blvd 1323 R and D,Raleigh,North Carolina,27603-1117,United States,,,9199775654,http://www.1323rnd.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
14-cannons-brewing-company-westlake-village,14 Cannons Brewing Company,micro,31125 Via Colinas Ste 907,Westlake Village,California,91362-3974,United States,"-118,802397","34,15334",8186996165,http://14cannons.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
14-lakes-brewery-crosslake,14 Lakes Brewery,micro,,Crosslake,Minnesota,56442,United States,,,2186924129,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
14er-brewing-company-denver,14er Brewing Company,proprietor,2801 Walnut St,Denver,Colorado,80205-2235,United States,"-104,9839636","39,7614112",7207731437,http://www.14erBrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
14th-star-brewing-saint-albans,14th Star Brewing,micro,133 N Main St Ste 7,Saint Albans,Vermont,05478-1735,United States,,,8025285988,http://www.14thstarbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
16-lots-brewing-mason,16 Lots Brewing,brewpub,753 Reading Rd,Mason,Ohio,45040-1303,United States,"-84,3183801","39,3545967",5134863672,http://www.16lots.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
16-mile-brewing-co-georgetown,16 Mile Brewing Co,micro,413 S Bedford St,Georgetown,Delaware,19947-1849,United States,"-75,37816436","38,6788938",3022538816,http://www.16milebrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
16-stone-brewpub-holland-patent,16 Stone Brewpub,brewpub,9542 Main St,Holland Patent,New York,13354,United States,"-75,2565195","43,24211175",3158658500,http://www.16stonebrewpub.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1623-brewing-co-llc-westminister,"1623 Brewing CO, llc",contract,1146 colonel Joshua Ct,Westminister,Maryland,21157,United States,,,,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
1648-brewing-lewes,The 1648 Brewing Co Ltd,micro,Mill Lane,Lewes,,BN8 6QB,England,"-0,02828","50,93968",1825840830,http://www.1648brewing.co.uk/,2020-12-30T00:00:00.000Z,2020-12-30T00:00:00.000Z
1718-ocracoke-brewing-ocracoke,1718 Ocracoke Brewing,brewpub,1129 Irvin Garrish Hwy,Ocracoke,North Carolina,27960,United States,"-75,97176063","35,10715368",2529282337,http://www.ocracokebrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1781-brewing-company-spotsylvania,1781 Brewing Company,micro,11109 Plank Rd,Spotsylvania,Virginia,22553-4258,United States,,,5408412598,,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
180-and-tapped-coraopolis,180 and Tapped,micro,2010 A State Ave,Coraopolis,Pennsylvania,15108,United States,"-80,15020356","40,50984957",4127375273,http://www.180andtapped.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1817-brewery-okolona,1817 Brewery,micro,100 B South Olive St,okolona,Mississippi,38860,United States,"-88,750264","34,001703",6623055907,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1840-brewing-company-milwaukee,1840 Brewing Company,micro,342 E Ward St,Milwaukee,Wisconsin,53207-1348,United States,"-87,90606942","43,00436242",4142364056,http://www.1840brewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1850-brewing-company-mariposa,1850 Brewing Company,micro,,Mariposa,California,95338,United States,"-119,9036592","37,570148",,http://www.1850restaurant.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
18th-street-brewery-gary,18th Street Brewery,micro,5725 Miller Ave,Gary,Indiana,46403-2871,United States,"-87,26887786","41,59928343",,http://www.18thstreetbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
18th-street-brewery-hammond,18th Street Brewery,micro,5417 Oakley Ave,Hammond,Indiana,46320-1817,United States,"-87,517422","41,61556796",,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1905-brewing-company-assumption,1905 Brewing Company,micro,1301 S Chestnut St,Assumption,Illinois,62510-8504,United States,"-89,0503635","39,5172564",2172549374,http://1905BrewingCompany.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1912-brewing-tucson,1912 Brewing,micro,2045 N Forbes Blvd Ste 105,Tucson,Arizona,85745-1444,United States,"-110,9927505","32,24673727",5202564851,http://www.1912brewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
192-brewing-kenmore,192 Brewing,micro,7324 NE 175th St,Kenmore,Washington,98028-2500,United States,"-122,2415652","47,75670075",4254242337,http://www.192brewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
1940-s-brewing-company-holbrook,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,Holbrook,New York,11741-2275,United States,,,6315334838,http://www.1940sbrewingcompany.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
1st-republic-brewing-co-essex-junction,1st Republic Brewing Co,micro,39 River Rd Ste 6,Essex Junction,Vermont,05452-3879,United States,,,8028575318,http://www.1strepublic-homebrew.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-basset-brewery-white-sulphur-springs,2 Basset Brewery,micro,202 E Main St,White Sulphur Springs,Montana,59645-9081,United States,"-110,9004865","46,54807609",4065472337,http://www.2bassetbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-dogz-and-a-guy-brewing-montrose,2 Dogz and A Guy Brewing,micro,228 Church St,Montrose,Pennsylvania,18801-1271,United States,"-75,8800318","41,8336364",5704320069,http://2dogzandaguybrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-feet-brewing-company-bangor,2 Feet Brewing Company,brewpub,80 Columbia St,Bangor,Maine,04401-6319,United States,"-68,77283099","44,80012684",2075731979,http://www.2feetbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-row-brewing-midvale,2 Row Brewing,micro,6856 S 300 W,Midvale,Utah,84047-1083,United States,"-111,9007652","40,5950202",8019878663,http://www.2rowbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-silos-brewing-company-manassas,2 Silos Brewing Company,micro,9925 Discovery Blvd,Manassas,Virginia,20109,United States,,,7034202257,http://www.2silosbrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-tones-brewing-co-whitehall,2 Tones Brewing Co.,micro,4539 E Broad St,Whitehall,Ohio,43213-1308,United States,"-82,9118174","40,0030689",,http://www.2tonesbrewingco.com,2020-10-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-tread-brewing-co-santa-rosa,2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,Santa Rosa,California,95401-6399,United States,"-122,7167729","38,4387767",4152330857,http://www.2treadbrewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-way-brewing-company-beacon,2 Way Brewing Company,brewpub,18 W Main St,Beacon,New York,12508-2512,United States,"-73,9809868","41,5082102",8452027334,http://www.2waybrewingcompany.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2-witches-winery-and-brewing-company-danville,2 Witches Winery and Brewing Company,micro,209 Trade St,Danville,Virginia,24541-3545,United States,"-79,42125553","36,58590349",4345492739,http://www.2witcheswinebrew.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
20-corners-brewing-llc-woodinville,20 Corners Brewing LLC,brewpub,14148 NE 190th St Ste A,Woodinville,Washington,98072-8437,United States,,,4253755223,http://www.20cornersbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
210-brewing-co-arlington,210 Brewing Co,brewpub,3438 Stoluckquamish Ln,Arlington,Washington,98223-9056,United States,"-122,18421","48,215096",3604749740,http://www.angelofthewind.com,2020-10-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
212-brewing-company-davenport,212 Brewing Company,contract,21476 Route 23,Davenport,New York,13750,United States,,,2123779050,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
217-brew-works-wilson,217 Brew Works,micro,217 South St S,Wilson,North Carolina,27893-4911,United States,"-77,9120318","35,7227625",2529916959,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
21st-amendment-brewery-cafe-san-francisco,21st Amendment Brewery Cafe,brewpub,563 2nd St,San Francisco,California,94107-1411,United States,"-122,3925769","37,782448",4153690900,http://www.21st-amendment.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
21st-amendment-brewery-san-leandro,21st Amendment Brewery,regional,2010 Williams St Unit A,San Leandro,California,94577-2334,United States,,,5105952111,http://www.21st-Amendment.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
21st-st-brewers-bar-saint-louis,21st St Brewers Bar,brewpub,2017 Chouteau Ave,Saint Louis,Missouri,63103,United States,"-90,213781","38,624291",3142416969,http://www.21stbrew.com,2020-10-12T00:00:00.000Z,2020-10-12T00:00:00.000Z
23-brewing-company-lizzie-b-s-cafe-prestonsburg,23 Brewing Company / Lizzie B's Cafe,brewpub,2010 KY Route 321,Prestonsburg,Kentucky,41653-9103,United States,,,6068862844,http://www.23brewingcompany.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
238-brewing-company-mead,238 Brewing Company,micro,10321 E Day Mt Spokane Rd,Mead,Washington,99021,United States,,,5092382739,http://www.238brewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
23rd-street-brewery-lawrence,23rd Street Brewery,brewpub,3512 Clinton Pkwy,Lawrence,Kansas,66047-2145,United States,"-95,28093353","38,9429674",7858562337,http://www.brew23.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
26-degree-brewing-company-pompano-beach,26 Degree Brewing Company,micro,2600 E Atlantic Blvd,Pompano Beach,Florida,33062-4940,United States,"-80,1224169","26,2316338",9545326964,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
28th-state-brewing-houston,28th State Brewing,planning,,Houston,Texas,77095-6933,United States,,,,,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2c-family-brewing-co-nampa,2C Family Brewing Co.,micro,1215 1st St S,Nampa,Idaho,83651-3957,United States,"-116,559282","43,578989",2084753981,,2020-10-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
2kids-brewing-company-san-diego,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,San Diego,California,92126-6391,United States,"-117,137429","32,896584",8584805437,http://www.2kidsBrewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
2nd-shift-brewing-co-saint-louis,2nd Shift Brewing Co,brewpub,1601 Sublette Ave,Saint Louis,Missouri,63110-1924,United States,"-90,280526","38,621943",6187910728,http://www.2ndshiftbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
2nd-story-brewing-company-philadelphia,2nd Story Brewing Company,brewpub,117 Chestnut St Frnt,Philadelphia,Pennsylvania,19106-4700,United States,,,2673145770,http://www.2ndstorybrewing.com/,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
2sp-brewing-company-aston,2SP Brewing Company,micro,120 Concord Rd,Aston,Pennsylvania,19014-2909,United States,,,4844837860,http://www.2spbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
3-beards-beer-company-williamsburg,3 Beards Beer Company,contract,4 Main St,Williamsburg,Massachusetts,1096,United States,"-72,7305059","42,3923659",6173837039,http://www.3beardsbeer.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
3-daughters-brewing-saint-petersburg,3 Daughters Brewing,micro,222 22nd St S,Saint Petersburg,Florida,33712-1240,United States,"-82,6629721","27,76899022",7274956002,http://www.3dbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
3-disciples-brewing-sebastopol,3 Disciples Brewing,micro,,Sebastopol,California,95472-5937,United States,"-122,8332502","38,3845125",7072287309,http://www.3disciplesbrewing.com/home,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
3-freaks-brewing-co-highlands-ranch,3 Freaks Brewing Co,micro,7140 E County Line Rd,Highlands Ranch,Colorado,80126-3926,United States,"-104,9426656","39,5659575",7202990994,http://www.3freaksbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
3-iron-brewing-company-colton,3 Iron Brewing Company,micro,898 Via Lata Ste A,Colton,California,92324-3920,United States,,,9095334892,http://www.3ironbrewingco.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
